id,characteristics_prompt_1,annotator_1,characteristics_prompt_2,annotator_2,characteristics_prompt_3,annotator_3,characteristics_prompt_4,annotator_4,characteristics_prompt_5,annotator_5
2178,中年の声の高い女性が、活舌よく淡々と説明していた。,badarzewska6514,,,,,,,,
2179,高齢の女性が、明瞭な声で、ゆっくり目に説明するように喋っている。,verdi9766,,,,,,,,
2180,40代くらいの中年の女性が、透き通った声でアナウンスするような喋り方をしている。,schumann4930,,,,,,,,
2181,中年女性がアナウンサーのようなハキハキとした声で朗らかに喋っている。,beethoven6994,,,,,,,,
2182,30代ぐらいの女性がアナウンスをするような感じではっきりと話している。,handel3704,,,,,,,,
2183,中年女性の機械的な話し方 バスの案内。音声のようだ。,badarzewska1948,,,,,,,,
2184,中年の真面目な女性が、ハキハキと明るい声で、テンポよく喋っている。,mozart2879,,,,,,,,
2185,若い女性が落ち着いた上品な口調でアナウンスしている。,bizet2367,,,,,,,,
2186,中年女性がはきはきとした声で車内アナウンスを行っている。,shostakovich9970,,,,,,,,
2187,若い女性が、はっきりと落ち着いた声で、アナウンスをしている。,bach1196,,,,,,,,
2188,40代の女性が、落ち着いた声で、淡々と喋っている。,handel9982,,,,,,,,
2189,中年で真面目な女性が落ち着いた聞き取りやすい声で、一定の速度でアナウンスをしているようなしゃべり方をしている。,badarzewska8392,,,,,,,,
2190,50代女性の高めの音程で、喉を絞ったような鼻にかかる声で、はきはきと話している。,bizet8836,,,,,,,,
2191,中年の女性が、はっきりとした声で、。穏やかに分かりやすく喋っている。,mozart2934,,,,,,,,
2192,40代女性が、はきはきした声で、呼びかけるように喋っている。,badarzewska0441,40代女性が、はきはきした声でお知らせをするように話している。,bizet7541,,,,,,
2193,中年の女性がはっきり、滑舌良く喋っている。,saint-saens9096,,,,,,,,
2194,30代くらいの女性が、機械が話しているように淡々と、ゆっくりと話をしている。,bizet8255,,,,,,,,
2195,中年の女性がはきはきとした声で車内アナウンスをしていると思います。,schumann1028,,,,,,,,
2196,女性の機械的な声で何かを説明をするように話している。,dvorak5153,,,,,,,,
2197,中年の女性がはきはきと明るい声で喋っていると思います。,bizet1481,,,,,,,,
2198,40代くらいの落ち着いた女性が、活舌よく、情報を伝えている。,puccini0248,,,,,,,,
2199,中年の女性が、聞き取りやすい良い声で、アナウンスをするようにゆっくりと喋っている。,badarzewska8642,,,,,,,,
2200,電車・バス内での女性のアナウンスのしゃべり方です。,beethoven8224,,,,,,,,
2201,中年の真面目な女性が、はっきりとした口調で、わかりやすく案内するように喋っている。,puccini0384,,,,,,,,
2202,30代くらいの女性が、公衆に向けての注意文をはっきりと案内する様によみあげている。,schumann9489,,,,,,,,
2203,成年の男性がはっきりとした声で相手に聞き取りやすいよう気を配るような喋り方をしている。,ravel6370,,,,,,,,
2204,中年以上の男性がはきはきした強い口調で話している。,tchaikovsky5726,,,,,,,,
2205,若い男性がはっきりとした声で、注意を促すように喋っている。,grieg6388,,,,,,,,
2206,若い女性が、はっきりした声で、選挙演カーの鶯嬢の様なしゃべり方をしている。,sibelius5943,,,,,,,,
2207,ロボットのような声をした30代の女性が、淡々と仕事をこなすように喋っている。,monteverdi3598,,,,,,,,
2208,若い女性がはっきりとした声で文節ごとに間をおきながらわかりやすく話している。,paganini6407,,,,,,,,
2209,女性の明るくハキハキとした声で、アナウンサーのように喋っている。,puccini1223,,,,,,,,
2210,中年の落ち着いた女性が、とても高い声で、お願いするように喋っていた。,monteverdi8856,,,,,,,,
2211,中年の男性が、大声で声をからめるようにテンション高く喋っている。,saint-saens9458,,,,,,,,
2213,年配の男性が、まるでラジオから聞くような声で、一定の声質でナレーションを読むかのように喋っている。,sibelius9765,,,,,,,,
2214,75歳くらいの高齢男性がやや濁声で愚痴るように話している。,rachmaninov8735,,,,,,,,
2215,50代くらいの男性が、低い声で、ゆったりと喋っている。,haydn7552,,,,,,,,
2216,方言がきつい。男性の声。低い声。滑舌がよくない。,schumann9917,,,,,,,,
2217,大人のそれほど歳をとっていない男性がこもったような低い声で話している。,dvorak5153,,,,,,,,
2219,雑音に混じって高齢の男性が落ち着いた声で分かりやすく話している。,haydn7435,,,,,,,,
2220,男性が、少し弱々しい声で、人々に語り掛けるようにして話している。,handel1758,年配の男性が、少し高めの声で、ゆっくりと喋っている。,haydn0841,,,,,,
2222,高齢の男性が、はっきりとした声で、アナウンサーのように喋っている。,beethoven4512,中年男性の声で、何かの朗読と思われる内容を力強く話している。,ravel0822,,,,,,
2223,中年の男性が少しくぐもった声で残念そうに喋っている。,ravel3833,,,,,,,,
2224,40代くらいの中年男性が、苛立ったように、早口でまくしたてるように喋っている。,bruchner6522,訛りの強い中年男性が高めの声で、少し戸惑ったように喋っている。,grieg3816,,,,,,
2225,60代くらいの男性が、低い声で、ナレーター口調で話している。,bach6077,,,,,,,,
2226,中年の男性が、ややこもった声で、何かをアピールするように話している。,tchaikovsky1731,,,,,,,,
2227,ナレーション向きの声質の中年男性が、ゆっくりと話している。,saint-saens8773,,,,,,,,
2228,60代くらいの男が低い声で迫力のある感じで喋っている。,liszt6928,,,,,,,,
2229,60代くらいの男性が、落ち着きのある声で、ゆったりと喋っている。,schumann8846,,,,,,,,
2230,40代くらいの中年男性が、はきはきした声で、少し感情を込めて話している。,dvorak8487,,,,,,,,
2231,50代くらいの中年の男性がはきはきした声でゆっくりと説明するように喋っている。,grieg5226,,,,,,,,
2232,40代ぐらいの男性の声で、少し高いトーンの声で、テレビのナレーターのような喋り方です。,ravel8663,,,,,,,,
2233,50代くらいの男が、テレビ番組のナレーションをするような雰囲気でゆっくりと説明している。,sibelius4439,,,,,,,,
2234,中年の男性がはっきりしたナレーション調で喋っている。,haydn3932,,,,,,,,
2235,中年の男性が、テレビ番組の様な高いテンションで話していた。,verdi4955,,,,,,,,
2236,男性、中年、40代、50代、60代、はっきりと、明瞭、落ち着いた、丁寧な、フォーマルな。,badarzewska7433,,,,,,,,
2237,中年の男性がリラックスしながら気楽に説明をしている。,grieg1085,,,,,,,,
2238,４０代くらいの男性の声は音質がこもるような声で喋っている。,shostakovich7505,,,,,,,,
2239,力強い男性の声で大仰にナレーション口調な喋り方。,schubert8746,,,,,,,,
2241,壮年の男性の声で、しっかりとした口調で状況説明している。,handel8125,,,,,,,,
2242,何かを解説するようなかんじのおっさんの声である。,vivaldi8335,,,,,,,,
2243,中年の男性がはきはきとした声で少し早口になりながら喋っています。,rachmaninov1174,,,,,,,,
2244,高齢の女性が落ち着いた声で東北弁を話している。,bach8815,,,,,,,,
2245,中年ナレーターが軽快な口調でナレーションしている。,paganini1878,,,,,,,,
2246,初老の男性が、しわがれた声で、解説をするように喋っている。,grieg6804,,,,,,,,
2247,中年の男性が、力の入った声で、何かを訴えかけるように喋っている。,rossini4506,,,,,,,,
2248,中年の男性が、はきはきした声で、ゆっくりと喋っている。,bizet7913,中年の男性が、落ち着いた声で、ゆっくり朗読するように喋っている。,mendelsohn5203,,,,,,
2249,50代くらいの男性が、速いテンポで話している。,liszt4696,,,,,,,,
2251,中年の男性が、しゃきしゃきした声で、テレビのナレーションのような抑揚をつけながら話している。,vivaldi0069,,,,,,,,
2252,冷静沈着な感じの中年男性が、低音がよく響くキレイな声で、状況を説明するように丁寧にしゃべっている。,saint-saens6524,,,,,,,,
2253,中年の男性が渋いはっきりとした声でゆっくりと喋っている。,dvorak6721,歳をとった老年の男性が、しわがれて掠れた声で、芝居じみた話し方で喋っている。,mahler5964,,,,,,
2254,中年の男性が、少しこもったような声で、落ち着いた様子で喋っている。,chopin9596,,,,,,,,
2255,中年の声の低い男性が、活舌よくゆっくりと話していた。,badarzewska6514,,,,,,,,
